chr	probe_start	probe_end	TargetID	DesignName	side	gene_name
chr15	65152764	65152884	rs12595292:65153690:rs12595292_Coronary_heart_disease_gwas	Design4_Design5	L	rs12595292
chr15	65155460	65155580	rs12595292:65153690:rs12595292_Coronary_heart_disease_gwas	Design4_Design5	R	rs12595292
chr15	65203144	65203264	ANKDD1A:65204100:NM_182703_refseq	Design4_Design5	L	ANKDD1A
chr15	65204766	65204886	ANKDD1A:65204100:NM_182703_refseq	Design4_Design5	R	ANKDD1A
chr15	65281856	65281976	SPG21:65282284:NM_001127889_refseq	Design4_Design5	L	SPG21
chr15	65282772	65282892	SPG21:65282284:NM_001127889_refseq	Design4_Design5	R	SPG21
chr15	65321724	65321844	MTFMT:65321977:NM_139242_refseq	Design4_Design5	L	MTFMT
chr15	65322950	65323070	MTFMT:65321977:NM_139242_refseq	Design4_Design5	R	MTFMT
chr15	65337548	65337668	SLC51B:65337707:NM_178859_refseq	Design4_Design5	L	SLC51B
chr15	65337770	65337890	SLC51B:65337707:NM_178859_refseq	Design4_Design5	R	SLC51B
chr15	65359631	65359751	RASL12:65360388:NM_016563_refseq	Design4_Design5	L	RASL12
chr15	65368955	65369075	KBTBD13:65369153:NM_001101362_refseq	Design4_Design5	L	KBTBD13
chr15	65370825	65370945	KBTBD13:65369153:NM_001101362_refseq	Design4_Design5	R	KBTBD13
chr15	65477080	65477200	CLPX:65477563:NM_006660_refseq	Design4_Design5	L	CLPX
chr15	65503640	65503760	CILP:65503840:NM_003613_refseq	Design4_Design5	L	CILP
chr15	65503853	65503973	CILP:65503840:NM_003613_refseq	Design4_Design5	R	CILP
chr15	65579958	65580078	PARP16:65579018:NM_017851_refseq	Design4_Design5	R	PARP16
chr15	65669880	65670000	IGDCC3:65670378:NM_004884_refseq	Design4_Design5	L	IGDCC3
chr15	65670713	65670833	IGDCC3:65670378:NM_004884_refseq	Design4_Design5	R	IGDCC3
chr15	65714577	65714697	IGDCC4:65715410:NM_020962_refseq	Design4_Design5	L	IGDCC4
chr15	65715707	65715827	IGDCC4:65715410:NM_020962_refseq	Design4_Design5	R	IGDCC4
chr15	65809021	65809141	DPP8:65810035:NM_017743_refseq	Design4_Design5	L	DPP8
chr15	65810283	65810403	DPP8:65810035:NM_017743_refseq	Design4_Design5	R	DPP8
chr15	65822575	65822695	HACD3:65822826:NM_016395_refseq	Design4_Design5	L	HACD3
chr15	65822974	65823094	HACD3:65822826:NM_016395_refseq	Design4_Design5	R	HACD3
chr15	65903159	65903279	SLC24A1:65903742:NM_001301033_refseq__VWA9:65903627:NM_001136043_refseq	Design4_Design5	L	SLC24A1
chr15	65904784	65904904	SLC24A1:65903742:NM_001301033_refseq__VWA9:65903627:NM_001136043_refseq	Design4_Design5	R	SLC24A1
chr15	65915992	65916112	SLC24A1:65916292:NM_001301031_refseq	Design4_Design5	L	SLC24A1
chr15	65916313	65916433	SLC24A1:65916292:NM_001301031_refseq	Design4_Design5	R	SLC24A1
chr15	65934614	65934734	SLC24A1:65935242:NM_001254740_refseq	Design4_Design5	L	SLC24A1
chr15	65936603	65936723	SLC24A1:65935242:NM_001254740_refseq	Design4_Design5	R	SLC24A1
chr15	65982934	65983054	RF5480366_Exon_L1:65982814:RF5480366_Exon_L1_exon_negctrl	Design4_Design5	R	RF5480366_Exon_L1
chr15	66010952	66011072	MIR4511:66011670:NR_039736_refseq	Design4_Design5	L	MIR4511
chr15	66084375	66084495	DENND4A:66084631:NM_001144823_refseq	Design4_Design5	L	DENND4A
chr15	66084726	66084846	DENND4A:66084631:NM_001144823_refseq	Design4_Design5	R	DENND4A
chr15	66162609	66162729	RAB11A:66161796:NM_001206836_refseq	Design4_Design5	R	RAB11A
chr15	66331190	66331310	MIR4311:66332570:NR_036196_refseq	Design4_Design5	L	MIR4311
chr15	66333458	66333578	MIR4311:66332570:NR_036196_refseq	Design4_Design5	R	MIR4311
chr15	66545268	66545388	MEGF11:66546075:NM_032445_refseq	Design4_Design5	L	MEGF11
chr15	66584295	66584415	DIS3L:66585632:NM_001143688_refseq	Design4_Design5	L	DIS3L
chr15	66585877	66585997	DIS3L:66585632:NM_001143688_refseq	Design4_Design5	R	DIS3L
chr15	66648715	66648835	TIPIN:66649054:NM_001289986_refseq	Design4_Design5	L	TIPIN
chr15	66679729	66679849	MAP2K1:66679210:NM_002755_refseq	Design4_Design5	R	MAP2K1
chr15	66787727	66787847	MIR4512:66789372:NR_039737_refseq__SNAPC5:66790146:NM_006049_refseq	Design4_Design5	L	MIR4512
chr15	66790184	66790304	MIR4512:66789372:NR_039737_refseq__SNAPC5:66790146:NM_006049_refseq	Design4_Design5	R	MIR4512
chr15	66796511	66796631	RPL4:66797193:NM_000968_refseq__ZWILCH:66797420:NM_001287821_refseq	Design4_Design5	L	RPL4
chr15	66797675	66797795	RPL4:66797193:NM_000968_refseq__ZWILCH:66797420:NM_001287821_refseq	Design4_Design5	R	RPL4
chr15	66857831	66857951	LCTL:66858317:NM_001278562_refseq	Design4_Design5	L	LCTL
chr15	66859941	66860061	LCTL:66858317:NM_001278562_refseq	Design4_Design5	R	LCTL
chr15	66994052	66994172	SMAD6:66994673:NM_005585_refseq	Design4_Design5	L	SMAD6
chr15	67358068	67358188	SMAD3:67358194:NM_005902_refseq	Design4_Design5	L	SMAD3
chr15	67358784	67358904	SMAD3:67358194:NM_005902_refseq	Design4_Design5	R	SMAD3
chr15	67417711	67417831	SMAD3:67418053:NM_001145102_refseq	Design4_Design5	L	SMAD3
chr15	67419274	67419394	SMAD3:67418053:NM_001145102_refseq	Design4_Design5	R	SMAD3
chr15	67430058	67430178	SMAD3:67430358:NM_001145103_refseq	Design4_Design5	L	SMAD3
chr15	67430401	67430521	SMAD3:67430358:NM_001145103_refseq	Design4_Design5	R	SMAD3
chr15	67446377	67446497	rs744910:67446785:rs744910_Ast_gwas	Design4_Design5	L	rs744910
chr15	67449991	67450111	rs17228058:67450305:rs17228058_All_Ast_gwas	Design4_Design5	L	rs17228058
chr15	67457624	67457744	SMAD3:67458492:NM_001145104_refseq	Design4_Design5	L	SMAD3
chr15	67458630	67458750	SMAD3:67458492:NM_001145104_refseq	Design4_Design5	R	SMAD3
chr15	67466612	67466732	rs17294280:67468285:rs17294280_Ast_gwas	Design4_Design5	L	rs17294280
chr15	67468499	67468619	rs17294280:67468285:rs17294280_Ast_gwas	Design4_Design5	R	rs17294280
chr15	67547268	67547388	AAGAB:67547536:NM_001271885_refseq__IQCH:67547137:NM_001031715_refseq	Design4_Design5	L	AAGAB
chr15	67547609	67547729	AAGAB:67547536:NM_001271885_refseq	Design4_Design5	R	AAGAB
chr15	67814368	67814488	C15orf61:67813521:NM_001143936_refseq__IQCH-AS1:67814182:NR_040051_refseq	Design4_Design5	R	C15orf61
chr15	67834497	67834617	MAP2K5:67835020:NM_002757_refseq	Design4_Design5	L	MAP2K5
chr15	67835399	67835519	MAP2K5:67835020:NM_002757_refseq	Design4_Design5	R	MAP2K5
chr15	67841219	67841339	MAP2K5:67841341:NM_001206804_refseq	Design4_Design5	L	MAP2K5
chr15	68111827	68111947	SKOR1:68112041:NM_001258024_refseq	Design4_Design5	L	SKOR1
chr15	68347071	68347191	PIAS1:68346571:NM_016166_refseq	Design4_Design5	R	PIAS1
chr15	68500082	68500202	CALML4:68498448:NM_001031733_refseq	Design4_Design5	R	CALML4
chr15	68524180	68524300	CLN6:68522080:NM_017882_refseq	Design4_Design5	R	CLN6
chr15	68570357	68570477	FEM1B:68570140:NM_015322_refseq	Design4_Design5	R	FEM1B
chr15	68724286	68724406	ITGA11:68724492:NM_001004439_refseq	Design4_Design5	L	ITGA11
chr15	68725318	68725438	ITGA11:68724492:NM_001004439_refseq	Design4_Design5	R	ITGA11
chr15	68733687	68733807	rs1445021:68735586:rs1445021_Coronary_heart_disease_gwas	Design4_Design5	L	rs1445021
chr15	68870719	68870839	CORO2B:68871307:NM_006091_refseq	Design4_Design5	L	CORO2B
chr15	68907488	68907608	CORO2B:68908878:NM_001190456_refseq	Design4_Design5	L	CORO2B
chr15	68908900	68909020	CORO2B:68908878:NM_001190456_refseq	Design4_Design5	R	CORO2B
chr15	68923448	68923568	CORO2B:68924326:NM_001190457_refseq	Design4_Design5	L	CORO2B
chr15	69097697	69097817	ANP32A-IT1:69099440:NR_026808_refseq	Design4_Design5	L	ANP32A-IT1
chr15	69100134	69100254	ANP32A-IT1:69099440:NR_026808_refseq	Design4_Design5	R	ANP32A-IT1
chr15	69116140	69116260	MIR548H4:69116302:NR_031680_refseq	Design4_Design5	L	MIR548H4
chr15	69116599	69116719	MIR548H4:69116302:NR_031680_refseq	Design4_Design5	R	MIR548H4
chr15	69222285	69222405	NOX5:69222838:NM_001184780_refseq__SPESP1:69222838:NM_145658_refseq	Design4_Design5	L	NOX5
chr15	69223222	69223342	NOX5:69222838:NM_001184780_refseq__SPESP1:69222838:NM_145658_refseq	Design4_Design5	R	NOX5
chr15	69305920	69306040	NOX5:69307033:NM_001184779_refseq	Design4_Design5	L	NOX5
chr15	69307077	69307197	NOX5:69307033:NM_001184779_refseq	Design4_Design5	R	NOX5
chr15	69373966	69374086	EWSAT1:69373189:NR_026949_refseq	Design4_Design5	R	EWSAT1
chr15	69453155	69453275	GLCE:69452972:NM_015554_refseq	Design4_Design5	R	GLCE
chr15	69590838	69590958	PAQR5:69591293:NM_017705_refseq	Design4_Design5	L	PAQR5
chr15	69591443	69591563	PAQR5:69591293:NM_017705_refseq	Design4_Design5	R	PAQR5
chr15	69606358	69606478	PAQR5:69606741:NM_001104554_refseq	Design4_Design5	L	PAQR5
chr15	69607218	69607338	PAQR5:69606741:NM_001104554_refseq	Design4_Design5	R	PAQR5
chr15	69707178	69707298	KIF23:69706584:NM_001281301_refseq	Design4_Design5	R	KIF23
chr15	69744091	69744211	RPLP1:69745158:NM_001003_refseq	Design4_Design5	L	RPLP1
chr15	69745877	69745997	RPLP1:69745158:NM_001003_refseq	Design4_Design5	R	RPLP1
chr15	69884064	69884184	PCAT29:69884538:NR_126437_refseq	Design4_Design5	L	PCAT29
chr15	69885796	69885916	PCAT29:69884538:NR_126437_refseq	Design4_Design5	R	PCAT29
chr15	70018742	70018862	rs7176508:70018990:rs7176508_leukemia_gwas	Design4_Design5	L	rs7176508
chr15	70019521	70019641	rs7176508:70018990:rs7176508_leukemia_gwas	Design4_Design5	R	rs7176508
chr15	70371406	70371526	MIR629:70371807:NR_030714_refseq	Design4_Design5	L	MIR629
chr15	70372244	70372364	MIR629:70371807:NR_030714_refseq	Design4_Design5	R	MIR629
chr15	70386635	70386755	TLE3:70387124:NM_001282982_refseq	Design4_Design5	L	TLE3
chr15	70387278	70387398	TLE3:70387124:NM_001282982_refseq	Design4_Design5	R	TLE3
chr15	70798390	70798510	rs8034004:70798559:rs8034004_All_gwas	Design4_Design5	L	rs8034004
chr15	70928589	70928709	SALRNA2:70927587:NR_126482_refseq	Design4_Design5	R	SALRNA2
chr15	70994424	70994544	UACA:70994620:NM_001008224_refseq	Design4_Design5	L	UACA
chr15	70994833	70994953	UACA:70994620:NM_001008224_refseq	Design4_Design5	R	UACA
chr15	71055492	71055612	UACA:71055850:NM_018003_refseq	Design4_Design5	L	UACA
chr15	71056038	71056158	UACA:71055850:NM_018003_refseq	Design4_Design5	R	UACA
chr15	71145029	71145149	LRRC49:71145577:NM_001284357_refseq	Design4_Design5	L	LRRC49
chr15	71145841	71145961	LRRC49:71145577:NM_001284357_refseq	Design4_Design5	R	LRRC49
chr15	71182422	71182542	LRRC49:71184781:NM_001199017_refseq__THAP10:71184772:NM_020147_refseq	Design4_Design5	L	LRRC49
chr15	71185085	71185205	LRRC49:71184781:NM_001199017_refseq__THAP10:71184772:NM_020147_refseq	Design4_Design5	R	LRRC49
chr15	71406411	71406531	CT62:71407839:NM_001102658_refseq	Design4_Design5	L	CT62
chr15	71408409	71408529	CT62:71407839:NM_001102658_refseq	Design4_Design5	R	CT62
chr15	71432172	71432292	THSD4:71433787:NM_024817_refseq	Design4_Design5	L	THSD4
chr15	71433863	71433983	THSD4:71433787:NM_024817_refseq	Design4_Design5	R	THSD4
chr15	71481183	71481303	THSD4-AS1:71481398:NR_120348_refseq	Design4_Design5	L	THSD4-AS1
chr15	71644633	71644753	rs12899618:71645120:rs12899618_Pulmonary_function_gwas	Design4_Design5	L	rs12899618
chr15	71839780	71839900	THSD4:71839540:NM_001286429_refseq	Design4_Design5	R	THSD4
chr15	71982573	71982693	THSD4-AS2:71983878:NR_120346_refseq	Design4_Design5	L	THSD4-AS2
chr15	71984017	71984137	THSD4-AS2:71983878:NR_120346_refseq	Design4_Design5	R	THSD4-AS2
chr15	72102227	72102347	NR2E3:72102887:NM_014249_refseq	Design4_Design5	L	NR2E3
chr15	72103075	72103195	NR2E3:72102887:NM_014249_refseq	Design4_Design5	R	NR2E3
chr15	72189602	72189722	RF5496297_Exon_L1:72190427:RF5496297_Exon_L1_exon_negctrl	Design4_Design5	L	RF5496297_Exon_L1
chr15	72190817	72190937	RF5496297_Exon_L1:72190427:RF5496297_Exon_L1_exon_negctrl	Design4_Design5	R	RF5496297_Exon_L1
chr15	72408702	72408822	SENP8:72409191:NM_001172109_refseq	Design4_Design5	L	SENP8
chr15	72410729	72410849	MYO9A:72410440:NM_006901_refseq__SENP8:72410630:NM_001172111_refseq	Design4_Design5	R	MYO9A
chr15	72491739	72491859	GRAMD2:72490136:NM_001012642_refseq	Design4_Design5	R	GRAMD2
chr15	72521905	72522025	PKM:72522063:NM_001206799_refseq	Design4_Design5	L	PKM
chr15	72523126	72523246	PKM:72522063:NM_001206799_refseq	Design4_Design5	R	PKM
chr15	72563451	72563571	PARP6:72563628:NM_020214_refseq	Design4_Design5	L	PARP6
chr15	72563722	72563842	PARP6:72563628:NM_020214_refseq	Design4_Design5	R	PARP6
chr15	72597219	72597339	CELF6:72598656:NM_001172685_refseq	Design4_Design5	L	CELF6
chr15	72598740	72598860	CELF6:72598656:NM_001172685_refseq	Design4_Design5	R	CELF6
chr15	72612055	72612175	CELF6:72612525:NM_001172684_refseq	Design4_Design5	L	CELF6
chr15	72667950	72668070	HEXA:72668520:NM_000520_refseq__HEXA-AS1:72668453:NR_027262_refseq	Design4_Design5	L	HEXA
chr15	72668758	72668878	HEXA:72668520:NM_000520_refseq__HEXA-AS1:72668453:NR_027262_refseq	Design4_Design5	R	HEXA
chr15	72690545	72690665	TMEM202:72690667:NM_001080462_refseq	Design4_Design5	L	TMEM202
chr15	72690719	72690839	TMEM202:72690667:NM_001080462_refseq	Design4_Design5	R	TMEM202
chr15	72766493	72766613	ARIH1:72766666:NM_005744_refseq	Design4_Design5	L	ARIH1
chr15	72767555	72767675	ARIH1:72766666:NM_005744_refseq	Design4_Design5	R	ARIH1
chr15	72879334	72879454	MIR630:72879557:NR_030359_refseq	Design4_Design5	L	MIR630
chr15	72879615	72879735	MIR630:72879557:NR_030359_refseq	Design4_Design5	R	MIR630
chr15	72977932	72978052	BBS4:72978519:NM_001252678_refseq__HIGD2B:72978490:NR_002780_refseq	Design4_Design5	L	BBS4
chr15	72979053	72979173	BBS4:72978519:NM_001252678_refseq__HIGD2B:72978490:NR_002780_refseq	Design4_Design5	R	BBS4
chr15	73076315	73076435	ADPGK:73076126:NM_031284_refseq__ADPGK-AS1:73075175:NR_040107_refseq	Design4_Design5	R	ADPGK
chr15	73344117	73344237	NEO1:73344824:NM_001172623_refseq	Design4_Design5	L	NEO1
chr15	73345651	73345771	NEO1:73344824:NM_001172623_refseq	Design4_Design5	R	NEO1
chr15	73660536	73660656	HCN4:73661605:NM_005477_refseq	Design4_Design5	L	HCN4
chr15	73661800	73661920	HCN4:73661605:NM_005477_refseq	Design4_Design5	R	HCN4
chr15	73733509	73733629	REC114:73735498:NM_001042367_refseq	Design4_Design5	L	REC114
chr15	73861640	73861760	NPTN-IT1:73861884:NR_103844_refseq	Design4_Design5	L	NPTN-IT1
chr15	73862028	73862148	NPTN-IT1:73861884:NR_103844_refseq	Design4_Design5	R	NPTN-IT1
chr15	73924885	73925005	NPTN:73925753:NM_001161363_refseq	Design4_Design5	L	NPTN
chr15	73975992	73976112	CD276:73976621:NM_001024736_refseq	Design4_Design5	L	CD276
chr15	73976937	73977057	CD276:73976621:NM_001024736_refseq	Design4_Design5	R	CD276
chr15	74043883	74044003	C15orf59:74044711:NM_001039614_refseq	Design4_Design5	L	C15orf59
chr15	74044772	74044892	C15orf59:74044711:NM_001039614_refseq	Design4_Design5	R	C15orf59
chr15	74057936	74058056	C15orf59-AS1:74060426:NR_120352_refseq	Design4_Design5	L	C15orf59-AS1
chr15	74060639	74060759	C15orf59-AS1:74060426:NR_120352_refseq	Design4_Design5	R	C15orf59-AS1
chr15	74165374	74165494	TBC1D21:74165926:NM_001286434_refseq	Design4_Design5	L	TBC1D21
chr15	74219133	74219253	LOXL1:74218788:NM_005576_refseq__LOXL1-AS1:74220589:NR_040066_refseq	Design4_Design5	R	LOXL1
chr15	74219249	74219369	LOXL1-AS1:74220589:NR_040066_refseq	Design4_Design5	L	LOXL1-AS1
chr15	74284254	74284374	STOML1:74284689:NM_001256672_refseq	Design4_Design5	L	STOML1
chr15	74287002	74287122	STOML1:74286963:NM_001256676_refseq	Design4_Design5	R	STOML1
chr15	74421343	74421463	ISLR2:74421714:NM_001130136_refseq	Design4_Design5	L	ISLR2
chr15	74423070	74423190	ISLR2:74421714:NM_001130136_refseq	Design4_Design5	R	ISLR2
chr15	74463712	74463832	ISLR:74466086:NM_005545_refseq	Design4_Design5	L	ISLR
chr15	74467178	74467298	ISLR:74466086:NM_005545_refseq	Design4_Design5	R	ISLR
chr15	74496426	74496546	STRA6:74495556:NM_001142618_refseq	Design4_Design5	R	STRA6
chr15	74501878	74501998	STRA6:74502046:NM_001142617_refseq	Design4_Design5	L	STRA6
chr15	74528380	74528500	CCDC33:74528629:NM_025055_refseq	Design4_Design5	L	CCDC33
chr15	74528710	74528830	CCDC33:74528629:NM_025055_refseq	Design4_Design5	R	CCDC33
chr15	74608892	74609012	CCDC33:74610881:NM_001287181_refseq	Design4_Design5	L	CCDC33
chr15	74611154	74611274	CCDC33:74610881:NM_001287181_refseq	Design4_Design5	R	CCDC33
chr15	74659657	74659777	CYP11A1:74658553:NM_001099773_refseq	Design4_Design5	R	CYP11A1
chr15	74659773	74659893	CYP11A1:74660081:NM_000781_refseq	Design4_Design5	L	CYP11A1
chr15	74703625	74703745	MIR6881:74703773:NR_106941_refseq	Design4_Design5	L	MIR6881
chr15	74704163	74704283	MIR6881:74703773:NR_106941_refseq	Design4_Design5	R	MIR6881
chr15	74716032	74716152	rs8036030:74716609:rs8036030_Ast_gwas	Design4_Design5	L	rs8036030
chr15	74718729	74718849	rs8036030:74716609:rs8036030_Ast_gwas	Design4_Design5	R	rs8036030
chr15	74725330	74725450	SEMA7A:74726299:NM_001146029_refseq	Design4_Design5	L	SEMA7A
chr15	74726925	74727045	SEMA7A:74726299:NM_001146029_refseq	Design4_Design5	R	SEMA7A
chr15	74753697	74753817	UBL7:74753529:NM_001286739_refseq__UBL7-AS1:74753605:NR_038448_refseq	Design4_Design5	R	UBL7
chr15	74833267	74833387	ARID3B:74833547:NM_006465_refseq	Design4_Design5	L	ARID3B
chr15	74834160	74834280	ARID3B:74833547:NM_006465_refseq	Design4_Design5	R	ARID3B
chr15	74900423	74900543	CLK3:74900712:NM_003992_refseq	Design4_Design5	L	CLK3
chr15	74901361	74901481	CLK3:74900712:NM_003992_refseq	Design4_Design5	R	CLK3
chr15	74905766	74905886	CLK3:74907334:NM_001130028_refseq	Design4_Design5	L	CLK3
chr15	74907444	74907564	CLK3:74907334:NM_001130028_refseq	Design4_Design5	R	CLK3
chr15	74987321	74987441	EDC3:74988386:NM_001142443_refseq	Design4_Design5	L	EDC3
chr15	74988675	74988795	EDC3:74988386:NM_001142443_refseq	Design4_Design5	R	EDC3
chr15	75017246	75017366	CYP1A1:75017877:NM_000499_refseq	Design4_Design5	L	CYP1A1
chr15	75018375	75018495	CYP1A1:75017877:NM_000499_refseq	Design4_Design5	R	CYP1A1
chr15	75035112	75035232	rs2472299:75033400:rs2472299_Coronary_heart_disease_gwas	Design4_Design5	R	rs2472299
chr15	75040876	75040996	CYP1A2:75041183:NM_000761_refseq	Design4_Design5	L	CYP1A2
chr15	75042193	75042313	CYP1A2:75041183:NM_000761_refseq	Design4_Design5	R	CYP1A2
chr15	75076787	75076907	rs1378942:75077367:rs1378942_Blood_pressure_gwas	Design4_Design5	L	rs1378942
chr15	75079555	75079675	rs1378942:75077367:rs1378942_Blood_pressure_gwas	Design4_Design5	R	rs1378942
chr15	75105831	75105951	LMAN1L:75105193:NM_021819_refseq	Design4_Design5	R	LMAN1L
chr15	75118610	75118730	CPLX3:75118950:NM_001030005_refseq	Design4_Design5	L	CPLX3
chr15	75119100	75119220	CPLX3:75118950:NM_001030005_refseq	Design4_Design5	R	CPLX3
chr15	75124443	75124563	rs6495122:75125645:rs6495122_Diastolic_blood_pressure_gwas	Design4_Design5	L	rs6495122
chr15	75125744	75125864	rs6495122:75125645:rs6495122_Diastolic_blood_pressure_gwas	Design4_Design5	R	rs6495122
chr15	75134997	75135117	ULK3:75135552:NM_001099436_refseq	Design4_Design5	L	ULK3
chr15	75135645	75135765	ULK3:75135552:NM_001099436_refseq	Design4_Design5	R	ULK3
chr15	75165916	75166036	SCAMP2:75165670:NM_005697_refseq	Design4_Design5	R	SCAMP2
chr15	75182548	75182668	MPI:75182351:NM_001289155_refseq	Design4_Design5	R	MPI
chr15	75229673	75229793	COX5A:75230495:NM_004255_refseq	Design4_Design5	L	COX5A
chr15	75230533	75230653	COX5A:75230495:NM_004255_refseq	Design4_Design5	R	COX5A
chr15	75248786	75248906	RPP25:75249775:NM_017793_refseq	Design4_Design5	L	RPP25
chr15	75249829	75249949	RPP25:75249775:NM_017793_refseq	Design4_Design5	R	RPP25
chr15	75287706	75287826	SCAMP5:75287875:NM_001178111_refseq	Design4_Design5	L	SCAMP5
chr15	75288184	75288304	SCAMP5:75287875:NM_001178111_refseq	Design4_Design5	R	SCAMP5
chr15	75315457	75315577	PPCDC:75315895:NM_001301101_refseq	Design4_Design5	L	PPCDC
chr15	75317836	75317956	PPCDC:75315895:NM_001301101_refseq	Design4_Design5	R	PPCDC
chr15	75334038	75334158	PPCDC:75335609:NM_001301104_refseq	Design4_Design5	L	PPCDC
chr15	75336854	75336974	PPCDC:75335609:NM_001301104_refseq	Design4_Design5	R	PPCDC
chr15	75493983	75494103	C15orf39:75494220:NM_015492_refseq	Design4_Design5	L	C15orf39
chr15	75494805	75494925	C15orf39:75494220:NM_015492_refseq	Design4_Design5	R	C15orf39
chr15	75628127	75628247	COMMD4:75628336:NM_001284377_refseq	Design4_Design5	L	COMMD4
chr15	75639451	75639571	NEIL1:75639330:NM_001256552_refseq	Design4_Design5	R	NEIL1
chr15	75644670	75644790	MIR631:75646026:NR_030360_refseq	Design4_Design5	L	MIR631
chr15	75646379	75646499	MIR631:75646026:NR_030360_refseq	Design4_Design5	R	MIR631
chr15	75660627	75660747	MAN2C1:75660968:NM_001256494_refseq	Design4_Design5	L	MAN2C1
chr15	75661265	75661385	MAN2C1:75660968:NM_001256494_refseq	Design4_Design5	R	MAN2C1
chr15	75743282	75743402	SIN3A:75744087:NM_001145358_refseq	Design4_Design5	L	SIN3A
chr15	75744946	75745066	SIN3A:75744087:NM_001145358_refseq	Design4_Design5	R	SIN3A
chr15	75870762	75870882	PTPN9:75871632:NM_002833_refseq	Design4_Design5	L	PTPN9
chr15	75918409	75918529	SNUPN:75918719:NM_001042581_refseq	Design4_Design5	L	SNUPN
chr15	75932011	75932131	IMP3:75932664:NM_018285_refseq	Design4_Design5	L	IMP3
chr15	75932940	75933060	IMP3:75932664:NM_018285_refseq	Design4_Design5	R	IMP3
chr15	75940921	75941041	SNX33:75941347:NM_153271_refseq	Design4_Design5	L	SNX33
chr15	75941497	75941617	SNX33:75941347:NM_153271_refseq	Design4_Design5	R	SNX33
chr15	76006020	76006140	CSPG4:76005189:NM_001897_refseq	Design4_Design5	R	CSPG4
chr15	76015848	76015968	ODF3L1:76016318:NM_175881_refseq	Design4_Design5	L	ODF3L1
chr15	76016534	76016654	ODF3L1:76016318:NM_175881_refseq	Design4_Design5	R	ODF3L1
chr15	76032254	76032374	DNM1P35:76032418:NR_024595_refseq	Design4_Design5	L	DNM1P35
chr15	76032581	76032701	DNM1P35:76032418:NR_024595_refseq	Design4_Design5	R	DNM1P35
chr15	76050647	76050767	rs191359836:76051038:rs191359836_HepG2_C_gwas	Design4_Design5	L	rs191359836
