name2	name	chrom	strand	txStart	txEnd	probe_id	THP1_nLPS	THP1_wLPS	pval
CHAF1B	NM_005441	chr21	+	37757688	37789125	NM_005441_refseq	6.4978685	4.9932775	0.632402318
CHAMP1	NM_001164144	chr13	+	115079964	115092803	NM_001164144_refseq	0	0	1
CHAMP1	NM_001164145	chr13	+	115079964	115092803	NM_001164145_refseq	0	0	1
CHAMP1	NM_032436	chr13	+	115079964	115092803	NM_032436_refseq	85.9776955	32.9512205	0.058090282
CHAT	NM_001142929	chr10	+	50822082	50873150	NM_001142929_refseq	0	0	1
CHAT	NM_001142933	chr10	+	50822082	50873150	NM_001142933_refseq	0	0	1
CHAT	NM_001142934	chr10	+	50822082	50873150	NM_001142934_refseq	0	0	1
CHAT	NM_020549	chr10	+	50822082	50873150	NM_020549_refseq	0	0	1
CHAT	NM_020984	chr10	+	50817140	50873150	NM_020984_refseq	0	0	1
CHAT	NM_020985	chr10	+	50821153	50873150	NM_020985_refseq	0	0	1
CHAT	NM_020986	chr10	+	50821153	50873150	NM_020986_refseq	0	0	1
CHCHD1	NM_203298	chr10	+	75541807	75543406	NM_203298_refseq	0.619303	2.572551	0.173957089
CHCHD10	NM_001301339	chr22	-	24108020	24110159	NM_001301339_refseq	47.1453095	34.199011	0.498147973
CHCHD10	NM_213720	chr22	-	24108020	24110159	NM_213720_refseq	0	0	1
CHCHD10	NR_125755	chr22	-	24108020	24110159	NR_125755_refseq	0	0	1
CHCHD10	NR_125756	chr22	-	24108020	24110159	NR_125756_refseq	0	0	1
CHCHD2	NM_016139	chr7	-	56169265	56174187	NM_016139_refseq	0	0	1
CHCHD3	NM_017812	chr7	-	132469622	132766828	NM_017812_refseq	0	0	1
CHCHD4	NM_001098502	chr3	-	14153576	14166371	NM_001098502_refseq	0	0	1
CHCHD4	NM_144636	chr3	-	14153576	14166371	NM_144636_refseq	4.7551365	3.371552	0.524054875
CHCHD5	NM_001304353	chr2	+	113342013	113346617	NM_001304353_refseq	0	0	1
CHCHD5	NM_001304354	chr2	+	113342448	113346617	NM_001304354_refseq	11.477602	2.634463	0.052917381
CHCHD5	NM_032309	chr2	+	113342013	113346617	NM_032309_refseq	0	14.0085495	3.90793E-05
CHCHD6	NM_032343	chr3	+	126423062	126679263	NM_032343_refseq	0.48134	0.7494445	0.745191441
CHCHD7	NM_001011667	chr8	+	57124314	57131176	NM_001011667_refseq	0	0	1
CHCHD7	NM_001011668	chr8	+	57124314	57131176	NM_001011668_refseq	0	0	1
CHCHD7	NM_001011669	chr8	+	57124314	57131176	NM_001011669_refseq	0	0	1
CHCHD7	NM_001011670	chr8	+	57124314	57131176	NM_001011670_refseq	0	0	1
CHCHD7	NM_001011671	chr8	+	57124314	57131176	NM_001011671_refseq	0	0	1
CHCHD7	NM_024300	chr8	+	57124314	57131176	NM_024300_refseq	0	0	1
CHD1	NM_001270	chr5	-	98190907	98262238	NM_001270_refseq	3.9834585	4.9526435	0.701604419
CHD1L	NM_001256336	chr1	+	146714290	146767447	NM_001256336_refseq	0	0	1
CHD1L	NM_001256337	chr1	+	146714290	146767447	NM_001256337_refseq	0	0	1
CHD1L	NM_001256338	chr1	+	146714290	146767447	NM_001256338_refseq	0	0	1
CHD1L	NM_004284	chr1	+	146714290	146767447	NM_004284_refseq	4.2656905	4.289782	0.992399627
CHD1L	NM_024568	chr1	+	146714290	146767447	NM_024568_refseq	0	0	1
CHD1L	NR_046070	chr1	+	146714290	146767447	NR_046070_refseq	0	0	1
CHD2	NM_001042572	chr15	+	93443550	93492463	NM_001042572_refseq	0	0	1
CHD2	NM_001271	chr15	+	93443550	93571237	NM_001271_refseq	7.891338	12.286267	0.339038549
CHD3	NM_001005271	chr17	+	7788122	7816075	NM_001005271_refseq	1.846599	1.600644	0.839260079
CHD3	NM_001005273	chr17	+	7792168	7816075	NM_001005273_refseq	0	0	1
CHD3	NM_005852	chr17	+	7792168	7816075	NM_005852_refseq	0	0	1
CHD4	NM_001273	chr12	-	6679247	6716599	NM_001273_refseq	9.157563	10.6400975	0.775225808
CHD4	NM_001297553	chr12	-	6679247	6715617	NM_001297553_refseq	0	0	1
CHD5	NM_015557	chr1	-	6161846	6240194	NM_015557_refseq	0.0580395	0.049426	0.96836009
CHD6	NM_032221	chr20	-	40030742	40247133	NM_032221_refseq	4.180637	4.6715515	0.864702725
CHD7	NM_017780	chr8	+	61591323	61780586	NM_017780_refseq	36.7129	22.8962515	0.287655353
CHD8	NM_001170629	chr14	-	21853352	21899867	NM_001170629_refseq	23.213848	19.1277485	0.640075548
CHD8	NM_020920	chr14	-	21853352	21905457	NM_020920_refseq	0.028073	0	0.779493281
CHD9	NM_025134	chr16	+	53088944	53361414	NM_025134_refseq	0	0	1
CHDC2	NM_173695	chrX	+	36065052	36163187	NM_173695_refseq	-1	-1	-1
CHDH	NM_018397	chr3	-	53850323	53880420	NM_018397_refseq	0.2284835	0.255514	0.961350089
CHEK1	NM_001114121	chr11	+	125495030	125546150	NM_001114121_refseq	0	0	1
CHEK1	NM_001114122	chr11	+	125495030	125527042	NM_001114122_refseq	0	1.6524845	0.040884153
CHEK1	NM_001244846	chr11	+	125495030	125527042	NM_001244846_refseq	0	0	1
CHEK1	NM_001274	chr11	+	125496250	125527042	NM_001274_refseq	0	0	1
CHEK1	NR_045204	chr11	+	125495030	125527042	NR_045204_refseq	0	0	1
CHEK1	NR_045205	chr11	+	125496123	125527042	NR_045205_refseq	0	0.0095975	0.870998903
CHEK2	NM_001005735	chr22	-	29083730	29137822	NM_001005735_refseq	2.3347125	2.8325385	0.771026672
CHEK2	NM_001257387	chr22	-	29083730	29137822	NM_001257387_refseq	0	0	1
CHEK2	NM_007194	chr22	-	29083730	29137822	NM_007194_refseq	0	0	1
CHEK2	NM_145862	chr22	-	29083730	29137822	NM_145862_refseq	0	0	1
CHEK2P2	NR_038836	chr15	+	20487996	20496811	NR_038836_refseq	0	0	1
CHERP	NM_006387	chr19	-	16628699	16653263	NM_006387_refseq	16.2934845	14.911553	0.825642033
CHFR	NM_001161344	chr12	-	133416937	133464204	NM_001161344_refseq	9.009371	11.069832	0.665502892
CHFR	NM_001161345	chr12	-	133416937	133464204	NM_001161345_refseq	0	0	1
CHFR	NM_001161346	chr12	-	133416937	133464204	NM_001161346_refseq	0	0	1
CHFR	NM_001161347	chr12	-	133416937	133464204	NM_001161347_refseq	0	0	1
CHFR	NM_018223	chr12	-	133416937	133464204	NM_018223_refseq	0	0	1
CHGA	NM_001275	chr14	+	93389444	93401638	NM_001275_refseq	0.452031	0.4158785	0.952931121
CHGA	NM_001301690	chr14	+	93389444	93401641	NM_001301690_refseq	0	0	1
CHGB	NM_001819	chr20	+	5891973	5906005	NM_001819_refseq	0	0	1
CHI3L1	NM_001276	chr1	-	203148058	203155922	NM_001276_refseq	2064.195679	1913.799561	0.902613714
CHI3L2	NM_001025197	chr1	+	111770280	111786062	NM_001025197_refseq	0	0	1
CHI3L2	NM_001025199	chr1	+	111772332	111786062	NM_001025199_refseq	0	0	1
CHI3L2	NM_004000	chr1	+	111770280	111786062	NM_004000_refseq	0	0	1
CHIA	NM_001040623	chr1	+	111833473	111863188	NM_001040623_refseq	0	0	1
CHIA	NM_001258001	chr1	+	111833473	111863188	NM_001258001_refseq	0	0	1
CHIA	NM_001258002	chr1	+	111833473	111863188	NM_001258002_refseq	0	0	1
CHIA	NM_001258003	chr1	+	111833473	111863188	NM_001258003_refseq	0	0	1
CHIA	NM_001258004	chr1	+	111833473	111863188	NM_001258004_refseq	0	0	1
CHIA	NM_001258005	chr1	+	111833473	111863188	NM_001258005_refseq	0	0	1
CHIA	NM_021797	chr1	+	111833473	111863188	NM_021797_refseq	0	0	1
CHIA	NM_201653	chr1	+	111833473	111863188	NM_201653_refseq	0	0	1
CHIAP2	NR_003928	chr1	+	111823145	111828730	NR_003928_refseq	0	0	1
CHIC1	NM_001039840	chrX	+	72782983	72906937	NM_001039840_refseq	1.0816045	1.1010135	0.997344227
CHIC1	NM_001300884	chrX	+	72782983	72906944	NM_001300884_refseq	0	0	1
CHIC2	NM_012110	chr4	-	54875957	54930815	NM_012110_refseq	0.726789	2.909976	0.129114557
CHID1	NM_001142674	chr11	-	867858	910874	NM_001142674_refseq	0	0	1
CHID1	NM_001142675	chr11	-	867858	915058	NM_001142675_refseq	5.9428595	5.715802	0.916304879
CHID1	NM_001142676	chr11	-	867858	910874	NM_001142676_refseq	0	0	1
CHID1	NM_001142677	chr11	-	867858	910874	NM_001142677_refseq	0	0	1
CHID1	NM_023947	chr11	-	867858	910874	NM_023947_refseq	0	0	1
CHIT1	NM_001256125	chr1	-	203185206	203198860	NM_001256125_refseq	0	0	1
CHIT1	NM_001270509	chr1	-	203185206	203198860	NM_001270509_refseq	0	0	1
CHIT1	NM_003465	chr1	-	203185206	203198860	NM_003465_refseq	0	0	1
CHIT1	NR_045784	chr1	-	203185206	203198860	NR_045784_refseq	0.050231	0.043715	0.974114746
CHIT1	NR_045785	chr1	-	203185206	203198860	NR_045785_refseq	0	0	1
CHKA	NM_001277	chr11	-	67820325	67888858	NM_001277_refseq	3.8104925	7.008338	0.390241627
CHKA	NM_212469	chr11	-	67820325	67888858	NM_212469_refseq	0	0	1
CHKB	NM_005198	chr22	-	51017386	51021428	NM_005198_refseq	20.0334345	21.956029	0.877138064
CHKB-AS1	NR_021492	chr22	+	51021454	51022360	NR_021492_refseq	3.3566085	2.4970315	0.734284612
CHKB-AS1	NR_110536	chr22	+	51021454	51033710	NR_110536_refseq	0	0.0537215	0.701089063
CHKB-CPT1B	NR_027928	chr22	-	51007289	51021428	NR_027928_refseq	0	0	1
CHL1	NM_001253387	chr3	+	238278	451097	NM_001253387_refseq	0	0	1
CHL1	NM_001253388	chr3	+	361365	451097	NM_001253388_refseq	0	0	1
CHL1	NM_006614	chr3	+	238278	451097	NM_006614_refseq	0	0	1
CHL1	NR_045572	chr3	+	239325	290282	NR_045572_refseq	0	0	1
CHL1-AS1	NR_110739	chr3	-	405055	427478	NR_110739_refseq	0	0	1
CHM	NM_000390	chrX	-	85116184	85302566	NM_000390_refseq	6.5716595	5.2798745	0.64058201
CHM	NM_001145414	chrX	-	85224098	85302566	NM_001145414_refseq	2.7564165	3.6274535	0.663911861
CHML	NM_001821	chr1	-	241792166	241799232	NM_001821_refseq	3.2973335	3.6728605	0.867900153
CHMP1A	NM_001083314	chr16	-	89710838	89724193	NM_001083314_refseq	0	0	1
CHMP1A	NM_002768	chr16	-	89710838	89724193	NM_002768_refseq	0	0	1
CHMP1A	NR_046418	chr16	-	89710838	89724193	NR_046418_refseq	11.4598425	2.187711	0.098439252
CHMP1B	NM_020412	chr18	+	11851388	11854448	NM_020412_refseq	4.9738	0.8749875	0.014233212
CHMP1B2P	NR_110646	chrX	-	79483987	79590817	NR_110646_refseq	0	0	1
CHMP2A	NM_014453	chr19	-	59062932	59066491	NM_014453_refseq	0	0	1
CHMP2A	NM_198426	chr19	-	59062932	59066370	NM_198426_refseq	9.102014	11.54144	0.613098422
CHMP2B	NM_001244644	chr3	+	87276412	87304698	NM_001244644_refseq	0	0	1
CHMP2B	NM_014043	chr3	+	87276412	87304698	NM_014043_refseq	4.4067235	1.5880075	0.099535738
CHMP3	NM_001005753	chr2	-	86730552	86790620	NM_001005753_refseq	0	0	1
CHMP3	NM_001193517	chr2	-	86730552	86790620	NM_001193517_refseq	0	0	1
CHMP3	NM_016079	chr2	-	86730552	86790620	NM_016079_refseq	0	0	1
CHMP3	NR_036454	chr2	-	86730552	86790620	NR_036454_refseq	0	0	1
CHMP4A	NM_014169	chr14	-	24678786	24683036	NM_014169_refseq	1.997298	2.2037765	0.907433746
CHMP4B	NM_176812	chr20	+	32399109	32442173	NM_176812_refseq	10.720489	29.8651235	0.026506503
CHMP4C	NM_152284	chr8	+	82644687	82671748	NM_152284_refseq	0	0	1
CHMP5	NM_001195536	chr9	+	33264876	33282067	NM_001195536_refseq	0	0	1
CHMP5	NM_016410	chr9	+	33264876	33282067	NM_016410_refseq	2.305399	2.405755	0.962393229
CHMP6	NM_024591	chr17	+	78965640	78973933	NM_024591_refseq	8.198639	10.5063895	0.60406876
CHMP7	NM_152272	chr8	+	23101149	23119512	NM_152272_refseq	7.896998	8.9912265	0.799038289
CHN1	NM_001025201	chr2	-	175664041	175870107	NM_001025201_refseq	0	0	1
CHN1	NM_001206602	chr2	-	175664041	175712346	NM_001206602_refseq	0	0	1
CHN1	NM_001822	chr2	-	175664041	175869981	NM_001822_refseq	0.005195	0.0993945	0.651666677
CHN1	NR_038133	chr2	-	175664041	175870107	NR_038133_refseq	0	0	1
CHN2	NM_001039936	chr7	+	29519327	29553951	NM_001039936_refseq	0	0	1
CHN2	NM_001293069	chr7	+	29186162	29553951	NM_001293069_refseq	0	0	1
CHN2	NM_001293070	chr7	+	29234120	29553951	NM_001293070_refseq	0	0.1401975	0.535960439
CHN2	NM_001293071	chr7	+	29234120	29553951	NM_001293071_refseq	0	0	1
CHN2	NM_001293072	chr7	+	29237356	29553951	NM_001293072_refseq	0	0	1
CHN2	NM_001293073	chr7	+	29519327	29553951	NM_001293073_refseq	0	0	1
CHN2	NM_001293075	chr7	+	29519327	29553951	NM_001293075_refseq	0	0	1
CHN2	NM_001293076	chr7	+	29519327	29553951	NM_001293076_refseq	0	0	1
CHN2	NM_001293077	chr7	+	29519327	29553951	NM_001293077_refseq	0	0	1
CHN2	NM_001293078	chr7	+	29519327	29553951	NM_001293078_refseq	0	0	1
CHN2	NM_001293079	chr7	+	29519327	29553951	NM_001293079_refseq	0	0	1
CHN2	NM_001293080	chr7	+	29519327	29553951	NM_001293080_refseq	0	0	1
CHN2	NM_001293081	chr7	+	29523431	29553951	NM_001293081_refseq	0.0144575	0	0.840708554
CHN2	NM_004067	chr7	+	29234120	29553951	NM_004067_refseq	0	0	1
CHN2	NR_120524	chr7	+	29519327	29553951	NR_120524_refseq	0	0	1
CHN2	NR_120525	chr7	+	29519327	29553951	NR_120525_refseq	0	0	1
CHODL	NM_001204174	chr21	+	19618191	19639687	NM_001204174_refseq	0	0	1
CHODL	NM_001204175	chr21	+	19289656	19639687	NM_001204175_refseq	0	0	1
CHODL	NM_001204176	chr21	+	19289656	19639687	NM_001204176_refseq	0	0	1
CHODL	NM_001204177	chr21	+	19289656	19639687	NM_001204177_refseq	0	0	1
CHODL	NM_001204178	chr21	+	19289656	19639687	NM_001204178_refseq	0	0	1
CHODL	NM_024944	chr21	+	19617149	19639687	NM_024944_refseq	0.3168065	0.4279105	0.864440129
CHODL-AS1	NR_024354	chr21	-	19207988	19257925	NR_024354_refseq	0	0	1
CHORDC1	NM_001144073	chr11	-	89933596	89956532	NM_001144073_refseq	0	0	1
CHORDC1	NM_012124	chr11	-	89933596	89956532	NM_012124_refseq	3.4535845	2.9349755	0.783214089
CHP1	NM_007236	chr15	+	41523436	41574083	NM_007236_refseq	77.0757045	51.4775945	0.437359984
CHP2	NM_022097	chr16	+	23765947	23770272	NM_022097_refseq	0.001113	0	0.955516188
CHPF	NM_001195731	chr2	-	220403668	220407819	NM_001195731_refseq	0	0	1
CHPF	NM_024536	chr2	-	220403668	220408487	NM_024536_refseq	11.6858525	12.745794	0.871576879
CHPF2	NM_001284295	chr7	+	150929574	150935913	NM_001284295_refseq	0	7.511059	0.022642495
CHPF2	NM_019015	chr7	+	150929574	150935913	NM_019015_refseq	13.0223175	7.5902205	0.669631252
CHPT1	NM_020244	chr12	+	102091416	102122846	NM_020244_refseq	0.4841755	0	0.250247785
CHRAC1	NM_017444	chr8	+	141521396	141527252	NM_017444_refseq	1.0512385	15.600109	0.127654868
CHRAC1	NR_023360	chr8	+	141521396	141527252	NR_023360_refseq	0	0	1
CHRAC1	NR_040712	chr8	+	141522080	141527252	NR_040712_refseq	3.397741	0.0536325	0.041677198
CHRD	NM_001304472	chr3	+	184097860	184107623	NM_001304472_refseq	0	0	1
CHRD	NM_001304473	chr3	+	184097860	184107623	NM_001304473_refseq	0	0	1
CHRD	NM_001304474	chr3	+	184097860	184107623	NM_001304474_refseq	0	0	1
CHRD	NM_003741	chr3	+	184097860	184107623	NM_003741_refseq	0	0	1
CHRD	NR_130747	chr3	+	184097860	184107623	NR_130747_refseq	0	0	1
CHRDL1	NM_001143981	chrX	-	109917083	110039286	NM_001143981_refseq	0	0.242388	0.416775347
CHRDL1	NM_001143982	chrX	-	109917083	110039286	NM_001143982_refseq	0	0	1
CHRDL1	NM_001143983	chrX	-	109917083	110039286	NM_001143983_refseq	0	0	1
CHRDL1	NM_145234	chrX	-	109917083	110039076	NM_145234_refseq	0	0	1
CHRDL2	NM_001278473	chr11	-	74407472	74442430	NM_001278473_refseq	0	0	1
CHRDL2	NM_001304390	chr11	-	74407472	74430348	NM_001304390_refseq	0	0	1
CHRDL2	NM_001304391	chr11	-	74407472	74430348	NM_001304391_refseq	0	0	1
CHRDL2	NM_001304415	chr11	-	74407472	74430348	NM_001304415_refseq	0	0	1
CHRDL2	NM_001304416	chr11	-	74407472	74430348	NM_001304416_refseq	0	0	1
CHRDL2	NM_001304417	chr11	-	74407472	74422412	NM_001304417_refseq	0	0	1
CHRDL2	NM_015424	chr11	-	74407472	74442430	NM_015424_refseq	0	0	1
CHRFAM7A	NM_139320	chr15	-	30653442	30685864	NM_139320_refseq	0.0635835	0.023007	0.84089868
CHRFAM7A	NM_148911	chr15	-	30653442	30685864	NM_148911_refseq	0	0	1
CHRM1	NM_000738	chr11	-	62676150	62689012	NM_000738_refseq	0	0	1
CHRM2	NM_000739	chr7	+	136553831	136701771	NM_000739_refseq	0	0	1
CHRM2	NM_001006626	chr7	+	136553868	136701771	NM_001006626_refseq	0	0	1
CHRM2	NM_001006627	chr7	+	136553398	136701771	NM_001006627_refseq	0	0	1
CHRM2	NM_001006628	chr7	+	136553992	136701771	NM_001006628_refseq	0	0	1
CHRM2	NM_001006629	chr7	+	136553983	136701771	NM_001006629_refseq	0	0	1
CHRM2	NM_001006630	chr7	+	136553398	136701771	NM_001006630_refseq	0	0	1
CHRM2	NM_001006631	chr7	+	136553831	136701771	NM_001006631_refseq	0	0	1
CHRM2	NM_001006632	chr7	+	136553831	136701771	NM_001006632_refseq	0	0	1
CHRM3	NM_000740	chr1	+	239792372	240072717	NM_000740_refseq	0	0	1
CHRM3-AS1	NR_046582	chr1	-	240061318	240063172	NR_046582_refseq	3.091041	3.036927	0.978803832
CHRM3-AS2	NR_103776	chr1	-	239870425	239882419	NR_103776_refseq	0.547137	0.8527915	0.733858303
CHRM4	NM_000741	chr11	-	46406341	46408158	NM_000741_refseq	0	0.6549105	0.187228366
CHRM5	NM_012125	chr15	+	34261088	34357287	NM_012125_refseq	0.188598	0	0.46981474
CHRNA1	NM_000079	chr2	-	175612322	175629200	NM_000079_refseq	0	0	1
CHRNA1	NM_001039523	chr2	-	175612322	175629200	NM_001039523_refseq	0	0.151151	0.520545707
CHRNA10	NM_001303034	chr11	-	3686816	3692614	NM_001303034_refseq	0.580993	1.086664	0.605013402
CHRNA10	NM_001303035	chr11	-	3686816	3692614	NM_001303035_refseq	0	0	1
CHRNA10	NM_020402	chr11	-	3686816	3692614	NM_020402_refseq	0	0	1
CHRNA2	NM_000742	chr8	-	27317277	27336813	NM_000742_refseq	3.959067	3.2837225	0.849391438
CHRNA2	NM_001282455	chr8	-	27317277	27336813	NM_001282455_refseq	0	0	1
CHRNA3	NM_000743	chr15	-	78887646	78913637	NM_000743_refseq	0.347151	0.01786	0.396285387
CHRNA3	NM_001166694	chr15	-	78885394	78913637	NM_001166694_refseq	0	0	1
CHRNA3	NR_046313	chr15	-	78885394	78913637	NR_046313_refseq	0	0	1
CHRNA4	NM_000744	chr20	-	61974661	61992748	NM_000744_refseq	0	0	1
CHRNA4	NM_001256573	chr20	-	61974661	61992748	NM_001256573_refseq	0	0	1
CHRNA4	NR_046317	chr20	-	61974661	61992748	NR_046317_refseq	0	0	1
CHRNA5	NM_000745	chr15	+	78857861	78887611	NM_000745_refseq	0.49262	0.15166	0.541202167
CHRNA6	NM_001199279	chr8	-	42607779	42623929	NM_001199279_refseq	0	0	1
CHRNA6	NM_004198	chr8	-	42607779	42623929	NM_004198_refseq	0	0	1
CHRNA7	NM_000746	chr15	+	32322685	32462384	NM_000746_refseq	0	0	1
CHRNA7	NM_001190455	chr15	+	32322685	32462384	NM_001190455_refseq	0	0.0191535	0.818599387
CHRNA7	NR_046324	chr15	+	32322685	32462384	NR_046324_refseq	0	0	1
CHRNA9	NM_017581	chr4	+	40337345	40357234	NM_017581_refseq	0	0	1
CHRNB1	NM_000747	chr17	+	7348405	7360932	NM_000747_refseq	0.206115	0.2624625	0.9137239
CHRNB2	NM_000748	chr1	+	154540256	154552353	NM_000748_refseq	4.8966805	2.1177275	0.168259955
CHRNB3	NM_000749	chr8	+	42552561	42592209	NM_000749_refseq	0	0	1
CHRNB4	NM_000750	chr15	-	78916635	78933587	NM_000750_refseq	0.2237495	0	0.431471192
CHRNB4	NM_001256567	chr15	-	78916635	78933587	NM_001256567_refseq	0	0	1
CHRND	NM_000751	chr2	+	233390869	233401375	NM_000751_refseq	0	0	1
CHRND	NM_001256657	chr2	+	233390869	233401375	NM_001256657_refseq	0	0	1
CHRND	NR_046333	chr2	+	233390869	233401375	NR_046333_refseq	-1	-1	-1
CHRND	NR_046334	chr2	+	233390869	233401375	NR_046334_refseq	-1	-1	-1
CHRNE	NM_000080	chr17	-	4801063	4806369	NM_000080_refseq	1.297521	0.728238	0.58636362
CHRNG	NM_005199	chr2	+	233404436	233411038	NM_005199_refseq	2.1994	1.3022515	0.485651987
CHST1	NM_003654	chr11	-	45669238	45687206	NM_003654_refseq	0.0244545	0.0433145	0.919771765
CHST10	NM_004854	chr2	-	101008321	101034130	NM_004854_refseq	2.670935	4.17762	0.522288108
CHST11	NM_001173982	chr12	+	104850691	105155792	NM_001173982_refseq	0	0	1
CHST11	NM_018413	chr12	+	104850691	105155792	NM_018413_refseq	100.164318	132.3772545	0.592830297
CHST12	NM_001243794	chr7	+	2443194	2474216	NM_001243794_refseq	0	0	1
CHST12	NM_001243795	chr7	+	2443194	2474216	NM_001243795_refseq	0	0	1
CHST12	NM_018641	chr7	+	2443194	2474216	NM_018641_refseq	5.277827	6.4234995	0.814467653
CHST13	NM_152889	chr3	+	126243130	126262134	NM_152889_refseq	0.557417	1.410005	0.41733023
CHST14	NM_130468	chr15	+	40763159	40765357	NM_130468_refseq	6.6362885	9.9349065	0.485065074
CHST15	NM_001270764	chr10	-	125767181	125853123	NM_001270764_refseq	14.593431	16.2753215	0.844530396
CHST15	NM_001270765	chr10	-	125779168	125853123	NM_001270765_refseq	0	0.6408585	0.190456315
CHST15	NM_014863	chr10	-	125779168	125851940	NM_014863_refseq	0	0	1
CHST15	NM_015892	chr10	-	125767181	125851940	NM_015892_refseq	0	0	1
CHST2	NM_004267	chr3	+	142838617	142842856	NM_004267_refseq	3.229231	10.130589	0.03441225
CHST3	NM_004273	chr10	+	73724119	73773322	NM_004273_refseq	0.245573	0.350603	0.855562731
CHST4	NM_001166395	chr16	+	71560153	71572493	NM_001166395_refseq	0.184768	0	0.474317633
CHST4	NM_005769	chr16	+	71560022	71572493	NM_005769_refseq	0	0	1
CHST5	NM_024533	chr16	-	75562427	75569068	NM_024533_refseq	0	0.1082325	0.586526604
CHST6	NM_021615	chr16	-	75507021	75528926	NM_021615_refseq	0.1254095	0.170272	0.911093378
CHST7	NM_019886	chrX	+	46433121	46457931	NM_019886_refseq	0.7680485	1.4173755	0.565169384
CHST8	NM_001127895	chr19	+	34112860	34264414	NM_001127895_refseq	0	0	1
CHST8	NM_001127896	chr19	+	34112872	34264414	NM_001127896_refseq	0	0	1
CHST8	NM_022467	chr19	+	34175433	34264414	NM_022467_refseq	0	0	1
CHST9	NM_001256316	chr18	-	24495594	24765302	NM_001256316_refseq	0	0	1
CHST9	NM_031422	chr18	-	24495594	24765302	NM_031422_refseq	0	0	1
CHSY1	NM_014918	chr15	-	101715927	101792137	NM_014918_refseq	83.315811	66.350355	0.640558546
CHSY3	NM_175856	chr5	+	129240522	129522327	NM_175856_refseq	1.549212	1.2906	0.817178097
CHTF18	NM_022092	chr16	+	838621	848074	NM_022092_refseq	1.943237	2.111145	0.919395822
CHTF8	NM_001039690	chr16	-	69151911	69166493	NM_001039690_refseq	36.4410505	33.5397865	0.828769997
CHTF8	NM_001040146	chr16	-	69151911	69166071	NM_001040146_refseq	0	0	1
CHTF8	NR_033227	chr16	-	69151911	69166493	NR_033227_refseq	0	0	1
CHTOP	NM_001206612	chr1	+	153606457	153618782	NM_001206612_refseq	24.29179	29.55186	0.802157218
CHTOP	NM_001244664	chr1	+	153606457	153618782	NM_001244664_refseq	0	0	1
CHTOP	NM_015607	chr1	+	153606457	153618782	NM_015607_refseq	0	0	1
CHUK	NM_001278	chr10	-	101948123	101989344	NM_001278_refseq	0.932957	1.516069	0.634743956
CHURC1	NM_001204063	chr14	+	65381078	65402084	NM_001204063_refseq	0	0	1
CHURC1	NM_001204064	chr14	+	65381078	65402084	NM_001204064_refseq	0	0	1
CHURC1	NM_145165	chr14	+	65381078	65402084	NM_145165_refseq	0	0	1
CHURC1-FNTB	NM_001202558	chr14	+	65381078	65529373	NM_001202558_refseq	0	0	1
CHURC1-FNTB	NM_001202559	chr14	+	65381078	65529373	NM_001202559_refseq	0	0	1
CIAO1	NM_004804	chr2	+	96931883	96939900	NM_004804_refseq	14.0929915	13.9235225	0.970835963
CIAPIN1	NM_020313	chr16	-	57462086	57481369	NM_020313_refseq	5.6951805	11.286954	0.302413503
CIART	NM_001300838	chr1	+	150254942	150259504	NM_001300838_refseq	0	0	1
CIART	NM_001300839	chr1	+	150254942	150259504	NM_001300839_refseq	0	0	1
CIART	NM_001300840	chr1	+	150254942	150259504	NM_001300840_refseq	0	0	1
CIART	NM_001300841	chr1	+	150255131	150259504	NM_001300841_refseq	0	0	1
CIART	NM_144697	chr1	+	150254942	150259504	NM_144697_refseq	57.886791	17.853742	0.312754324
CIB1	NM_001277764	chr15	-	90773476	90777279	NM_001277764_refseq	13.5294805	11.8170735	0.783895112
CIB1	NM_006384	chr15	-	90773476	90777279	NM_006384_refseq	0	0	1
CIB1	NR_102427	chr15	-	90773476	90777387	NR_102427_refseq	0	0	1
CIB1	NR_102428	chr15	-	90773476	90808991	NR_102428_refseq	0	0	1
